bedrooms,square_footage,bathrooms,location,age_of_house,garage_size,lot_size,distance_to_school,house_price
6,3925.1,4.0,Downtown,22.0,2,13505.0,5.64,1084975.65
3,2763.9,2.5,Suburban,16.9,1,10195.2,5.28,502871.07
3,2444.6,2.5,Suburban,7.4,3,10947.0,4.39,492563.51
4,3617.3,2.5,Downtown,4.7,0,3836.8,4.56,911986.25
3,2354.3,2.5,Suburban,21.2,2,11083.8,2.14,454230.33
5,3614.8,3.5,Downtown,42.2,1,8025.5,2.93,930749.38
4,3449.1,3.0,Urban,26.6,2,12485.8,5.18,794156.05
3,2306.7,1.5,Rural,22.6,1,4029.2,1.11,323892.19
4,2606.7,3.0,Urban,16.0,2,8208.1,3.85,650061.15
4,3248.4,3.0,Urban,7.8,2,3932.7,2.5,730042.18
2,1848.3,2.0,Suburban,49.5,1,5002.8,2.16,291839.61
5,2928.3,4.0,Downtown,1.3,2,12650.9,1.89,889605.99
3,1685.7,2.5,Urban,15.6,2,10629.1,1.83,469668.08
4,2732.0,3.0,Suburban,38.5,3,11198.8,2.02,554210.56
3,2270.8,2.5,Suburban,26.0,2,1959.5,4.05,414147.43
4,3069.7,3.0,Urban,15.7,2,11202.6,1.46,726264.02
3,1565.0,2.5,Rural,49.6,2,7879.7,9.02,222063.68
1,998.9,1.0,Suburban,31.0,1,7428.0,5.23,194840.81
5,3137.4,3.0,Rural,14.8,2,6776.8,5.3,481895.33
2,1469.2,1.5,Suburban,42.4,1,12925.1,2.51,261190.05
3,1723.8,2.5,Downtown,7.5,1,3484.5,8.74,493845.7
5,4651.8,3.0,Suburban,23.2,0,12397.6,8.37,813593.47
5,3627.9,3.5,Rural,42.0,2,13996.5,0.83,525616.36
3,1888.8,2.0,Suburban,49.2,1,3355.3,7.46,302716.82
3,2448.1,2.5,Urban,19.2,1,14994.3,2.25,606185.83
3,2217.9,3.0,Suburban,6.9,0,14867.5,5.78,455475.77
3,2197.6,2.0,Suburban,28.3,1,9698.5,8.77,407031.59
3,2699.9,2.5,Suburban,47.2,2,4759.5,9.37,442235.03
3,1733.7,2.5,Downtown,33.3,2,7014.8,2.25,495679.2
4,2325.5,3.5,Suburban,30.1,2,3385.4,9.43,425547.64
4,1922.2,2.5,Suburban,15.5,0,2682.8,1.16,374253.08
4,2301.7,3.0,Urban,30.3,2,10856.4,9.14,555618.44
2,1847.8,1.5,Urban,44.2,2,9117.8,7.84,381698.78
3,2434.4,2.5,Downtown,18.8,1,8890.0,9.18,654453.76
2,1496.9,2.5,Suburban,12.1,3,4468.7,3.98,290536.91
3,2688.6,2.5,Suburban,24.0,3,4288.7,9.44,495055.12
3,1990.9,2.0,Suburban,18.8,3,14856.3,8.28,414303.82
4,2693.7,2.5,Suburban,23.5,1,9802.8,3.62,531359.27
3,2291.7,3.0,Suburban,4.8,2,12472.4,3.72,500512.33
2,1511.1,1.0,Rural,16.8,1,6299.2,3.89,227445.55
2,1452.8,2.0,Rural,41.3,2,12811.5,6.09,215206.08
4,3281.8,2.5,Downtown,20.0,3,11113.3,2.23,923665.1
3,2016.6,1.5,Urban,48.4,1,5901.7,4.62,409826.95
2,1499.3,1.5,Downtown,35.4,0,11047.7,1.14,375671.37
2,1666.3,1.0,Downtown,18.3,0,13958.7,3.9,441941.74
4,2781.5,3.0,Rural,12.6,2,3992.2,6.83,393887.36
2,1185.4,1.5,Urban,34.3,2,8666.9,6.1,281366.65
4,2433.4,3.0,Suburban,15.1,2,14533.1,3.51,543895.22
4,3085.3,3.0,Urban,46.3,2,12499.6,2.94,713860.68
2,1412.7,2.0,Urban,5.8,2,9684.1,3.61,396015.57
2,1531.2,1.0,Rural,1.4,3,1976.7,1.16,223270.49
6,3862.2,3.5,Downtown,11.1,1,6688.5,2.95,1062905.62
3,3041.2,2.5,Urban,30.3,1,10110.7,7.23,659597.53
3,1896.8,2.5,Rural,41.7,3,6735.3,2.2,294181.16
4,1637.4,3.0,Suburban,8.5,2,14959.2,1.81,398736.22
5,3537.6,3.0,Suburban,29.2,2,11547.5,8.54,678876.18
6,3478.1,3.5,Downtown,7.2,3,3619.1,2.75,975133.41
4,3090.2,3.0,Downtown,28.2,2,7865.4,2.89,809026.66
3,2341.2,3.0,Suburban,0.9,2,6375.6,4.9,494748.4
2,1633.3,1.5,Rural,27.9,1,9313.8,4.98,222684.71
4,2060.9,3.0,Urban,26.1,3,7251.9,2.27,540119.64
3,1889.6,2.0,Suburban,2.1,0,4330.6,5.78,350513.4
3,2307.4,3.0,Urban,34.5,1,11141.2,7.11,562161.0
5,3841.5,4.0,Urban,28.6,3,2493.3,5.1,862594.56
2,1766.5,1.0,Suburban,31.2,2,8449.9,9.01,302659.94
3,2662.5,2.5,Downtown,26.5,2,5342.2,9.92,684712.66
1,1135.2,1.0,Suburban,36.1,2,14531.4,5.52,225667.77
3,1701.6,2.0,Downtown,26.3,1,5249.9,9.74,482733.41
2,1398.1,2.0,Downtown,46.1,2,5773.2,6.64,364468.87
2,1638.1,1.0,Downtown,47.2,2,10899.2,5.52,397610.49
2,1816.0,1.0,Urban,36.3,1,2798.7,8.77,336104.41
3,2126.6,2.5,Downtown,45.6,2,5544.8,9.68,524440.45
4,2292.7,3.0,Suburban,46.2,0,10742.8,9.99,404143.32
3,2418.8,2.0,Rural,13.1,2,1430.6,7.71,347481.22
5,3754.5,3.5,Urban,49.7,2,5354.0,5.11,802307.56
3,2110.6,2.0,Urban,13.4,2,1115.6,3.31,475424.52
3,2296.5,2.5,Suburban,0.9,2,3103.2,5.8,457028.65
4,2890.2,3.0,Suburban,48.1,1,9458.8,7.89,506623.83
2,1746.6,1.0,Suburban,11.2,2,7394.0,0.75,350159.81
5,3484.3,3.0,Suburban,29.2,0,3184.4,3.04,616601.6
1,673.2,1.0,Suburban,48.5,2,2092.4,3.87,87661.05
5,2742.3,4.0,Suburban,2.5,1,1788.5,7.91,549036.59
1,1038.7,1.0,Rural,13.5,2,2195.0,6.33,129823.93
4,1460.5,2.5,Suburban,30.4,0,2345.1,4.54,257395.32
3,2180.2,2.0,Downtown,38.1,3,2208.4,9.23,534504.37
6,3474.7,4.5,Suburban,40.4,2,1771.1,5.61,621846.53
2,967.4,2.0,Suburban,44.2,1,10758.4,7.38,157705.93
3,1746.7,2.0,Downtown,8.4,2,14177.7,6.73,550201.27
5,3747.9,4.0,Urban,18.5,2,12983.7,8.66,886485.21
3,2368.0,2.0,Suburban,35.7,3,4721.9,8.22,428418.88
3,2139.2,2.0,Suburban,35.8,2,3859.9,9.9,381319.98
3,2154.9,2.5,Urban,15.4,1,1670.8,4.1,453889.18
3,2214.7,2.5,Urban,15.2,3,3184.5,2.07,523100.99
3,2342.2,3.0,Rural,16.0,1,8948.8,7.72,338514.22
3,2157.9,2.5,Downtown,44.6,2,14973.7,8.81,592441.39
5,2391.0,3.5,Suburban,45.5,2,13026.5,1.02,512018.92
1,1075.4,1.0,Downtown,0.7,1,8208.9,3.66,315192.76
3,2191.6,2.5,Rural,16.3,3,6928.4,8.17,329532.66
5,2884.7,3.5,Suburban,19.6,1,3069.6,6.99,547285.18
4,2223.4,3.5,Rural,49.1,1,6860.3,7.68,297511.42
3,2242.6,2.0,Rural,47.2,1,9328.0,5.66,297889.41
3,2241.2,2.5,Suburban,31.4,2,9336.6,4.13,405545.96
3,2331.4,2.0,Downtown,2.3,1,8805.7,8.21,641128.25
2,1419.4,2.0,Suburban,9.6,0,12536.3,5.77,325445.73
3,1734.7,2.0,Downtown,21.7,0,8141.2,5.39,462279.02
3,2499.2,2.5,Urban,48.0,1,7619.9,7.48,550063.73
3,2490.7,2.0,Downtown,4.7,2,5280.8,2.31,691842.56
2,1609.9,1.5,Suburban,39.6,0,3523.4,6.07,273857.23
5,3532.6,3.5,Downtown,9.6,0,1019.7,3.39,922340.1
6,4010.2,4.5,Downtown,25.4,0,5509.4,0.7,1078418.61
3,1940.6,2.5,Suburban,38.3,2,9863.1,7.61,378346.35
3,2189.2,2.0,Suburban,34.6,1,8824.6,5.01,379033.93
3,2096.2,2.0,Downtown,38.8,2,8427.2,9.08,504445.28
4,2627.3,3.0,Suburban,40.7,0,11813.3,5.25,490915.75
3,2607.0,2.0,Urban,15.3,2,4259.9,0.6,582901.82
2,580.6,1.0,Rural,18.2,1,10499.5,4.38,104837.46
5,4524.4,4.0,Rural,40.8,2,9500.3,2.13,608811.75
4,2037.3,3.0,Suburban,1.9,2,5745.9,9.25,451946.61
5,2751.3,3.5,Urban,25.7,3,4059.6,4.74,648111.87
4,2698.8,2.5,Suburban,46.0,2,8877.7,5.35,481779.57
3,2219.9,3.0,Suburban,44.3,1,14232.1,3.97,438562.92
3,2491.8,3.0,Suburban,40.2,1,2068.9,5.46,448851.2
5,2935.9,3.5,Suburban,1.1,0,14341.8,1.29,643653.82
4,2599.4,3.5,Urban,44.4,2,7506.6,4.86,588483.08
1,780.1,1.0,Suburban,45.6,1,10940.6,6.8,129782.22
1,790.8,1.5,Suburban,33.2,2,12244.9,4.04,205248.36
3,2338.2,2.5,Suburban,14.9,2,3121.2,4.23,463986.99
4,2833.1,3.0,Rural,24.5,2,1629.4,8.46,400982.89
6,3997.1,3.5,Downtown,38.1,2,2798.9,5.6,1022169.72
2,1327.8,1.0,Suburban,40.7,0,5773.3,6.08,208423.61
3,2077.5,2.5,Rural,17.2,2,14391.8,3.32,368885.97
3,2361.7,2.5,Downtown,16.3,1,1598.9,5.09,620570.36
5,3207.6,3.5,Rural,36.8,2,13877.2,1.01,488571.33
4,2297.6,2.5,Rural,34.3,3,8858.1,4.59,357277.78
4,2964.0,3.0,Suburban,25.7,3,2432.8,8.13,546314.07
3,2104.8,1.5,Urban,21.0,0,3138.5,2.03,421722.65
3,2355.1,2.5,Rural,32.9,0,10650.6,7.76,307016.36
3,1730.4,2.5,Suburban,1.6,2,9518.3,4.06,388291.07
2,1123.5,1.5,Downtown,3.8,2,3344.4,0.76,345042.49
4,2459.8,3.0,Rural,28.7,1,13660.6,9.56,356380.01
4,2392.3,2.0,Downtown,10.5,2,2860.7,2.22,645146.14
6,3994.3,4.0,Suburban,38.7,0,8162.0,3.68,759661.37
6,3782.0,4.5,Rural,38.6,2,8396.1,5.07,577827.27
3,2196.2,2.0,Suburban,35.5,2,13187.0,9.52,438453.67
4,2525.9,3.5,Urban,45.2,2,1310.1,6.02,517829.93
5,3251.5,3.5,Suburban,7.0,0,2910.3,9.1,623588.19
4,2791.1,3.0,Urban,13.0,3,3389.5,5.86,668612.77
2,1458.2,1.5,Downtown,12.6,1,1880.3,2.45,382036.71
3,2128.7,2.5,Suburban,39.1,1,9840.8,5.86,391264.55
2,1767.7,1.5,Suburban,26.1,0,4214.4,1.45,302355.58
5,2523.3,3.5,Downtown,12.6,1,9073.4,1.61,772549.34
3,2593.6,2.0,Suburban,6.8,1,11956.6,1.6,525435.67
2,1383.7,1.0,Suburban,44.7,2,6719.4,0.62,266517.05
3,1775.6,2.0,Rural,34.6,2,11763.9,1.94,288147.09
3,2022.0,2.0,Suburban,26.4,2,11890.2,3.85,433226.19
3,2024.1,2.5,Suburban,48.3,2,4687.9,1.19,382103.33
2,1770.1,1.5,Suburban,42.5,3,1220.4,0.56,290810.61
3,2848.1,2.5,Rural,8.9,1,2445.9,1.57,371729.58
3,1983.0,2.5,Urban,25.4,1,12529.3,9.39,483108.63
4,2721.1,2.5,Urban,24.3,2,6674.3,5.49,631292.76
3,1480.4,2.5,Suburban,42.2,2,12747.3,4.63,309955.92
4,2994.4,3.0,Suburban,7.5,0,8665.2,5.13,582741.36
3,1719.1,2.5,Downtown,22.6,2,3763.5,5.77,470562.31
3,2129.4,2.0,Urban,31.8,2,10971.3,1.52,501328.18
4,2210.9,2.0,Suburban,47.3,3,8814.6,6.06,398603.06
3,2394.9,2.5,Urban,45.0,2,5925.3,8.43,505747.43
2,2016.3,1.5,Downtown,26.7,2,2228.0,5.83,476436.76
1,796.4,1.0,Suburban,30.3,2,2432.2,8.89,130221.38
4,2364.5,3.0,Suburban,42.6,0,3639.2,1.81,401084.19
3,2735.0,2.5,Downtown,37.2,2,10421.0,8.35,710538.33
4,2542.5,3.0,Downtown,44.0,2,11191.6,6.79,679826.27
2,1018.4,1.5,Suburban,44.8,0,9832.8,6.23,162844.36
2,1514.2,1.5,Suburban,41.6,2,5721.8,6.09,256795.93
1,754.6,1.0,Urban,0.5,1,7166.6,1.63,193207.98
3,2613.8,2.0,Suburban,15.5,2,10933.8,6.6,501352.34
3,1943.8,2.0,Suburban,20.2,1,10238.0,4.29,391155.62
3,2292.8,3.0,Suburban,33.9,0,11822.2,1.1,450340.47
3,2456.4,2.0,Suburban,15.3,1,4375.9,2.45,462613.6
5,2801.4,4.0,Downtown,16.2,1,1062.8,4.7,760496.73
3,1953.5,2.5,Suburban,20.0,2,4730.2,9.93,385565.79
3,1926.8,2.0,Downtown,47.8,0,5870.5,4.59,459461.59
4,3169.7,3.5,Suburban,21.9,1,14447.2,1.92,651294.07
3,1602.7,3.0,Urban,7.0,2,4048.3,9.07,437092.19
3,1797.0,2.0,Suburban,0.3,3,12569.7,0.83,405069.29
4,3010.3,3.0,Downtown,11.8,2,9715.2,1.7,846871.9
5,3209.9,4.5,Downtown,46.9,2,3345.5,5.0,832889.76
2,1633.3,2.0,Downtown,47.7,2,6649.1,1.38,450688.69
5,2607.4,4.0,Suburban,26.5,1,8142.2,5.93,541114.09
3,2745.3,3.0,Suburban,32.3,3,5818.1,2.0,529325.69
3,1811.9,3.0,Downtown,39.8,2,4166.1,6.68,498209.32
3,2046.4,2.0,Urban,2.8,1,4539.9,1.62,492134.0
6,4151.2,4.5,Suburban,18.7,1,9192.9,8.2,807255.8
3,2659.0,2.5,Urban,32.1,2,10633.5,7.47,591325.38
3,1904.0,2.5,Suburban,44.9,1,7565.6,9.29,318791.53
3,2826.2,1.5,Suburban,36.3,1,14184.3,1.15,534779.86
2,1761.8,1.0,Rural,17.5,2,11199.9,5.78,243924.66
2,1281.7,1.0,Downtown,45.5,1,13484.6,7.23,335912.79
2,1442.5,1.5,Downtown,33.2,2,7659.3,9.08,383966.93
2,1595.1,1.0,Urban,41.5,3,1208.4,5.08,280206.91
2,1288.7,1.5,Suburban,19.3,0,9289.0,9.54,256604.65
2,1530.9,2.0,Rural,0.1,0,12455.6,1.66,260935.76
3,1807.8,3.0,Downtown,8.3,3,8511.5,4.62,563306.56
2,1482.4,1.0,Downtown,46.4,1,8950.6,2.91,330457.04
3,1738.0,1.5,Suburban,1.7,0,14649.6,1.98,382993.08
4,2084.0,2.5,Suburban,29.8,2,6126.0,3.22,414021.48
3,2395.4,2.0,Suburban,20.5,1,12226.2,6.81,476986.05
3,2391.4,1.5,Rural,21.5,1,8071.0,5.09,329058.15
2,1770.3,1.5,Downtown,20.0,1,7492.0,2.22,453749.06
2,1316.7,2.0,Suburban,3.4,3,3038.1,0.8,276878.18
1,993.5,1.0,Suburban,6.1,2,11477.5,9.27,221569.97
2,1992.9,1.5,Suburban,3.1,2,12526.1,3.48,417586.25
3,1827.0,2.0,Downtown,2.7,2,7032.3,1.71,573915.47
2,1645.0,1.5,Downtown,4.3,0,11689.4,1.89,472645.96
2,1725.6,1.5,Downtown,34.8,3,9135.7,2.91,476595.84
2,1395.2,2.0,Rural,5.7,2,4605.8,2.69,223831.1
3,1799.4,2.5,Urban,13.1,1,13932.0,3.16,441938.74
2,1733.0,1.5,Urban,32.8,3,10754.8,2.64,426675.02
3,1833.5,1.5,Downtown,5.6,3,13296.7,4.59,570648.85
3,1878.8,3.0,Downtown,45.5,2,4940.5,7.77,495585.25
3,2216.7,2.0,Suburban,23.9,3,13829.1,0.76,472900.35
1,957.5,1.0,Urban,48.2,1,6105.3,2.31,164300.04
4,3056.6,2.0,Suburban,9.6,2,1133.4,7.26,549979.22
3,2231.7,2.0,Suburban,1.5,1,2050.4,1.91,429022.4
2,1577.8,1.5,Suburban,29.5,2,2250.7,7.54,273056.04
4,2503.5,3.0,Downtown,16.4,3,3900.0,5.39,711102.03
5,3556.4,4.5,Urban,28.6,2,3611.3,8.88,804641.95
2,1384.0,1.0,Downtown,23.7,2,1810.5,0.6,381594.76
3,2497.4,2.5,Suburban,22.9,0,13535.5,7.95,487544.41
4,2440.9,3.0,Urban,42.6,2,12596.3,5.94,596717.72
4,3203.3,2.5,Downtown,9.6,0,11679.5,4.95,869647.42
2,1383.0,2.0,Urban,25.0,0,7707.9,1.88,325760.24
2,1663.6,1.5,Rural,20.8,2,6952.1,2.72,254654.12
3,1790.1,2.5,Downtown,33.7,2,6955.1,7.97,503057.22
3,1733.5,3.0,Suburban,2.5,1,4664.7,1.92,381442.22
3,1668.2,2.5,Suburban,26.5,2,9515.6,5.51,367860.9
3,1613.5,2.0,Downtown,23.9,2,1827.1,2.47,420770.26
3,1766.9,2.5,Urban,48.7,2,10223.0,5.15,429852.34
4,2794.2,3.5,Suburban,37.8,0,8194.0,2.92,512665.53
1,746.6,1.0,Suburban,7.7,2,12431.3,3.84,176989.75
3,1771.5,2.0,Urban,25.5,2,14618.4,8.12,444838.81
4,2460.7,3.5,Suburban,39.2,2,13272.5,0.85,519454.34
4,2092.2,3.0,Urban,26.2,2,11078.9,9.28,528137.11
3,2436.8,2.0,Urban,17.8,2,7059.0,3.53,580608.18
3,2334.2,2.5,Downtown,18.8,3,4003.3,6.16,622782.27
2,1739.2,2.0,Rural,18.4,3,10308.2,2.61,303861.01
3,2372.9,2.0,Suburban,1.0,2,3822.4,3.91,488816.61
3,2116.0,2.5,Urban,36.5,1,1283.6,4.87,445115.76
2,1994.3,1.5,Urban,30.5,0,9025.3,7.04,397933.44
3,2276.2,2.0,Suburban,13.4,2,6517.8,8.79,470141.91
3,2052.4,2.0,Downtown,31.5,0,13264.3,8.73,562862.92
1,862.3,1.0,Suburban,15.4,0,10040.9,3.7,178893.18
3,1749.3,1.5,Downtown,12.2,3,10061.5,1.34,520561.22
2,1274.7,1.5,Suburban,37.1,2,12030.5,9.29,258323.13
3,1875.3,2.5,Suburban,40.5,1,5699.1,0.79,345089.39
2,1553.9,2.0,Suburban,31.3,3,14414.4,8.87,341908.41
4,3802.2,3.0,Suburban,39.2,2,4098.5,0.75,682265.58
3,2066.3,2.0,Downtown,18.3,2,13203.5,9.78,562252.49
3,2689.0,2.0,Suburban,3.6,1,13751.8,0.61,530285.76
4,2413.1,3.0,Suburban,30.2,2,1546.6,0.66,452841.23
3,2038.8,2.5,Urban,12.8,2,9845.5,5.33,537865.57
2,1349.9,1.5,Downtown,38.9,2,11491.9,6.83,357711.35
3,1876.0,1.0,Suburban,17.9,1,14353.6,3.85,346979.35
3,2213.4,3.5,Rural,33.5,2,4519.3,6.26,315185.43
4,2811.9,3.0,Suburban,27.6,2,8865.9,8.54,534883.43
3,2666.6,2.5,Urban,40.9,2,11823.6,8.06,614755.17
2,1581.3,1.0,Suburban,41.6,2,3077.0,8.9,269948.7
3,1916.9,1.5,Downtown,3.4,0,12941.7,2.01,544220.71
3,2716.0,2.0,Suburban,14.8,1,6650.9,2.63,511197.04
3,2449.8,2.5,Rural,43.5,2,9956.5,6.08,351687.6
3,2469.1,2.5,Rural,20.2,2,1588.5,7.37,333728.03
3,1890.5,2.5,Urban,25.7,1,4121.1,1.52,441620.44
6,4154.0,4.0,Suburban,9.2,1,7694.6,2.17,828810.42
3,2104.5,1.0,Suburban,27.6,0,5048.9,9.27,348456.57
2,1596.2,1.5,Suburban,13.2,1,14409.8,0.75,358372.46
2,1127.3,1.5,Suburban,41.5,0,12129.1,4.32,234804.43
2,1444.1,1.0,Rural,10.0,2,13108.3,2.5,233304.0
2,1743.8,2.0,Downtown,18.0,2,7528.5,7.86,486791.82
2,1429.9,1.0,Suburban,4.8,3,7631.0,8.7,290031.72
2,1609.1,1.5,Suburban,29.4,2,12272.6,2.85,343210.25
3,1655.5,1.5,Suburban,47.1,2,6425.5,6.1,284212.7
2,1275.6,1.5,Downtown,8.7,2,7731.9,8.51,381697.19
4,3118.1,3.5,Suburban,1.0,2,8400.3,6.19,627840.58
2,1456.5,1.5,Suburban,21.1,1,9500.2,6.21,292700.93
3,2506.9,3.0,Urban,37.4,1,10099.6,4.42,554941.15
3,2183.8,3.0,Suburban,48.8,1,10530.5,6.7,401180.48
6,4131.9,4.5,Suburban,2.6,0,7216.1,9.62,794384.94
2,1475.0,1.5,Urban,39.3,1,5132.1,3.35,289438.16
3,1589.6,2.5,Urban,18.4,0,13882.2,2.41,416621.7
5,2375.7,4.0,Downtown,7.7,0,12574.1,9.6,699627.16
4,2846.9,3.0,Downtown,9.6,2,1048.1,1.07,780204.19
4,2850.2,3.0,Urban,46.2,2,8180.9,8.48,635758.65
3,2015.5,1.5,Suburban,40.5,2,4844.4,9.14,322483.4
2,1081.9,1.0,Downtown,15.6,0,9998.2,2.58,296768.55
3,2259.3,3.0,Suburban,47.0,1,8037.0,4.54,400183.99
5,3367.2,4.0,Urban,5.3,0,1296.3,1.67,759238.9
3,2099.5,2.0,Urban,16.1,2,11188.8,3.99,525419.26
3,2978.4,3.0,Rural,32.6,2,4855.4,4.84,394463.14
3,1345.8,2.0,Suburban,50.0,0,4643.3,5.34,229613.99
4,2243.2,3.0,Downtown,23.3,0,1447.0,1.66,581535.93
2,1478.0,1.5,Urban,40.5,1,12596.7,4.33,332086.43
3,2867.7,2.5,Suburban,45.8,1,9103.8,6.44,516436.77
3,1322.4,2.0,Suburban,0.5,1,7787.8,5.25,287089.95
3,2659.6,2.0,Downtown,14.4,1,10461.4,8.49,688092.19
2,1598.6,1.0,Suburban,5.0,1,5835.2,9.54,299530.85
2,1485.8,1.0,Urban,38.8,3,8972.6,8.26,320401.83
3,2097.9,2.0,Suburban,28.4,2,4489.8,0.95,401560.69
3,1861.4,1.5,Downtown,4.8,2,1881.4,2.54,513774.12
3,2324.5,2.0,Suburban,21.0,2,8858.8,1.33,436553.99
2,1264.0,1.5,Suburban,25.7,0,4096.7,4.62,241906.33
3,2034.1,2.0,Rural,34.9,0,11500.6,7.38,278251.61
3,1978.0,2.5,Rural,39.0,1,7325.8,0.81,307505.84
2,1289.3,1.5,Downtown,4.4,2,4505.6,3.04,391461.51
3,2805.3,3.5,Rural,24.4,2,9516.8,1.39,439110.78
2,1631.9,1.5,Downtown,8.1,1,2632.7,4.4,440676.04
2,1349.6,1.5,Downtown,37.7,0,11659.9,9.29,352191.36
6,4548.3,4.5,Downtown,32.9,2,7330.5,4.42,1196169.71
3,2021.2,2.5,Downtown,36.2,1,12377.0,6.53,578531.19
4,3238.0,3.0,Urban,3.7,2,2933.3,4.18,737738.38
3,1540.1,2.5,Urban,25.5,2,6355.6,7.45,384522.94
3,1877.6,2.5,Urban,42.0,1,3520.4,7.56,405074.62
4,2425.9,3.0,Rural,35.7,2,1856.7,1.81,391173.02
3,2076.4,2.5,Suburban,43.1,1,14374.9,6.71,418285.17
3,2186.6,3.0,Downtown,10.3,1,11173.1,4.17,637254.21
3,2268.0,2.5,Suburban,14.3,3,5558.5,8.67,449925.82
3,2038.0,2.0,Rural,22.1,0,4446.1,2.0,260457.26
5,2798.8,3.5,Rural,26.2,1,3860.5,9.03,418276.4
4,2252.7,2.0,Suburban,12.6,1,1602.1,5.36,374141.16
5,3714.4,4.0,Urban,19.1,0,2437.4,2.93,822156.61
2,1402.9,2.0,Urban,34.4,0,2440.7,3.68,317085.28
4,3348.6,2.5,Downtown,32.3,1,10327.7,0.55,883956.16
5,3131.8,4.0,Suburban,5.5,2,9325.9,9.52,651644.72
2,1633.0,2.0,Downtown,49.3,1,8954.7,2.64,392605.55
2,1032.0,2.0,Suburban,28.1,2,11282.5,9.14,248437.02
4,3234.4,3.5,Rural,24.2,1,4516.4,8.6,428693.32
3,2376.8,1.5,Urban,48.4,2,5794.7,3.82,474820.28
4,2510.1,3.0,Suburban,7.0,1,2773.8,2.5,517421.21
2,1180.2,1.0,Urban,27.2,0,9228.0,4.55,247196.12
4,3230.6,2.5,Downtown,40.3,1,14060.7,9.37,801618.71
2,1519.5,2.0,Downtown,19.9,2,13083.9,8.62,436855.24
2,1227.0,1.5,Downtown,36.8,0,8770.0,5.14,309759.69
2,1229.1,2.0,Urban,45.0,1,10024.5,5.68,271404.29
4,2488.0,2.5,Rural,13.1,0,14892.3,4.38,410911.52
3,2569.6,3.0,Suburban,12.1,2,8243.0,9.48,503602.12
3,2413.5,2.5,Rural,18.0,3,13188.2,9.89,350002.32
3,1586.3,2.5,Urban,20.9,1,8009.2,3.25,374807.8
4,2156.2,2.5,Suburban,5.6,2,1670.2,9.52,436932.91
3,2548.8,2.5,Suburban,11.6,2,14085.3,9.53,519211.72
4,2252.0,3.0,Urban,43.7,3,2566.3,5.0,520856.65
3,2240.5,2.0,Downtown,28.3,2,10858.6,4.44,606253.06
3,2205.8,2.5,Downtown,13.4,0,4331.4,8.76,565473.3
3,2694.8,2.5,Suburban,47.2,0,13614.5,9.46,490743.63
3,1996.7,2.0,Rural,38.7,2,3806.8,4.32,269675.5
4,3132.4,4.0,Rural,18.1,2,2961.0,5.18,434806.72
3,2188.5,3.0,Suburban,38.3,1,7142.0,3.68,423509.3
2,1485.8,1.5,Rural,29.8,2,7953.5,2.48,213115.85
4,2028.5,3.0,Suburban,34.2,2,12465.0,9.96,434832.6
3,1422.6,2.5,Suburban,16.1,1,11673.6,2.29,333552.7
3,2067.2,1.5,Urban,10.5,2,5595.8,8.23,484095.92
5,3447.5,4.0,Suburban,12.7,3,6389.3,4.5,703078.24
3,1759.7,2.5,Suburban,4.2,1,9073.4,1.29,411258.65
2,1723.0,1.5,Downtown,23.6,2,8722.1,3.59,484442.32
5,3480.7,3.5,Downtown,20.3,0,13068.7,1.29,942495.89
3,2167.5,1.5,Suburban,0.1,0,7614.6,9.83,376592.81
3,2162.8,2.0,Downtown,42.8,3,13509.1,3.02,604119.99
2,1566.8,2.0,Urban,34.1,2,3871.0,7.59,343169.82
4,2186.6,3.5,Suburban,22.3,2,13146.8,4.54,473468.29
3,1830.3,2.0,Suburban,48.4,1,5260.1,6.95,318007.61
3,2668.1,2.5,Urban,47.0,1,12049.6,2.92,592868.42
4,2803.0,3.5,Rural,4.8,1,8915.4,1.39,435352.74
4,2703.2,3.0,Downtown,30.8,2,13257.9,8.18,741822.93
2,2068.4,2.0,Suburban,40.9,2,4237.6,7.31,334970.07
3,1401.5,2.0,Urban,8.6,1,10821.0,1.54,431132.77
2,1553.3,2.0,Downtown,6.4,1,12885.4,7.44,438601.74
4,3340.1,2.5,Downtown,13.0,2,11873.7,6.18,887468.2
1,691.7,1.0,Suburban,14.0,3,8924.0,2.13,219808.88
3,2095.6,2.5,Suburban,48.2,2,10455.6,8.34,373385.1
4,2261.0,3.0,Downtown,39.0,2,3751.2,7.14,583457.51
4,2529.4,3.0,Suburban,3.0,2,4030.5,5.31,523510.41
3,2407.8,2.5,Suburban,39.3,1,4742.1,2.2,437712.82
4,2937.3,2.5,Suburban,8.5,1,12592.2,5.63,591044.11
2,1834.2,1.0,Urban,17.9,2,3344.2,2.05,422179.85
4,3423.3,3.0,Urban,15.9,2,5184.9,2.25,763980.72
2,1669.3,1.5,Suburban,13.6,2,13886.1,2.79,364585.68
3,2405.6,2.0,Suburban,15.4,1,11573.3,6.72,465028.6
4,2293.3,3.5,Urban,37.7,1,11263.8,6.96,537462.28
2,1690.9,2.0,Suburban,13.3,2,7372.0,1.19,354169.53
2,1389.4,1.5,Rural,40.0,2,10833.1,6.68,207111.21
4,2769.7,3.0,Suburban,4.6,1,8920.2,0.83,578231.88
4,2824.2,3.0,Suburban,29.8,2,2000.5,9.1,525344.07
3,1567.7,2.0,Downtown,43.2,2,9071.4,7.9,419068.39
3,1784.0,2.0,Urban,4.0,2,7331.5,7.38,434449.45
